# source_page	target	reason	branch	measure
# page-map v2 - GENERATED by page-structure-advice.py v1.3.0, agent-reviewed 2026-08-27 (Ziele korrigiert: Profil-/Extension-Seiten -> Intro-Notes, leere Indexseiten RETIRED, TNM-Seite RETIRED); Gate-B-Review ausstehend.
# branch: spec 9e routing branch 1-4; 5 = RETIRED (non-authoritative guide tree / kein Inhalt / verwaist).
MIIIGModulBildgebung/TechnischeImplementierung/Index.page.md	RETIRED	Quellseite absichtlich leer ("Diese Seite wurde absichtlich leer gelassen") — kein Inhalt zu migrieren (agent-korrigiert, Gate-B-Review ausstehend)	5	nav-only stub
MIIIGModulBildgebung/TechnischeImplementierung/Terminologien.page.md	input/pagecontent/code-systems.md	Terminologie-Narrativ: CS-Anteile -> code-systems, VS-Anteile -> value-sets (Split-Regel spec 9a)	3	semantic match terminologien -> code-systems (routing-table)
MIIIGModulBildgebung/TechnischeImplementierung/CapabilityStatement.page.md	input/pagecontent/capability-statements.md	semantic home per references/routing-table.tsv	3	semantic match capabilitystatement -> capability-statements (routing-table)
MIIIGModulBildgebung/TechnischeImplementierung/Conformance.page.md	RETIRED	MII-weiter Conformance-Boilerplate (Conformance verbs, Must Support, Fehlende Daten) — Cluster ist link-only zum Meta-Modul (spec 9a: MII-wide conformance rules are NOT restated in a module); Menue verlinkt die kanonische Quelle (agent-korrigiert, Gate-B-Review ausstehend) TODO:REVIEW Gate B	5	Inhalt dupliziert kerndatensatz-meta-Wiki/Conformance
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Index.page.md	input/pagecontent/profiles.md	Profil-Uebersicht (760 Woerter) gehoert auf die Profiles-Seite (agent-korrigiert, Gate-B-Review ausstehend)	2	family overview aller Profil-Seiten
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/BodyStructure.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-koerperstruktur-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	subject-frontmatter/Seiteninhalt = Profil Koerperstruktur
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/CarePlan.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-behandlungsempfehlung-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Behandlungsempfehlung
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Composition.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-semistrukt-befundbericht-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil semistrukturierter Befundbericht
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Device.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-geraet-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Geraet
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/DiagnosticReport.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-radiologischer-befund-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil radiologischer Befund
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingProcedure.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-bildgebungsprozedur-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Bildgebungsprozedur
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ContrastAdministration.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-kontrastmittelgabe-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Kontrastmittelgabe
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ReadProcedure.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-radiologische-befundungsprozedur-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil radiologische Befundungsprozedur
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ServiceRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-anforderung-bildgebung-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Anforderung Bildgebung
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/TNMRadiologicalReadProcedure.page.md	RETIRED	Profil mii-pr-bildgebung-TNM-radiologische-befundungsprozedur wurde auf main entfernt (Commit "Delete TNM Procedure Draft Profile", 2026-08-14) — Seite ist verwaist, kein Zielartefakt (agent-korrigiert, Gate-B-Review ausstehend) TODO:REVIEW Gate B	5	Artefakt existiert nicht mehr in input/fsh
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Index.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-bildgebungsstudie-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil Bildgebungsstudie (516 Woerter)
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-ImagingReason.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-bildgebungsgrund-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Bildgebungsgrund
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-Height.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-groesse-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Koerpergroesse
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-Weight.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-gewicht-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Koerpergewicht
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-CT.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-ct-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet CT
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-MG_CR_DX.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-mg-cr-dx-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet MG/CR/DX
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-MR.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-mr-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet MR
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-PT.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-pt-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet PT
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-NM.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-nm-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet NM
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-US.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-modalitaet-us-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Modalitaet US
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-series-contrast.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-kontrastmittel-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Serie Kontrastmittel
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-series-sliceThickness.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-serie-schichtdicke-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Serie Schichtdicke
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/ImagingStudy/Extension-instance-details.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-instanz-details-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Extension Instanz-Details
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Observation/Index.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-radiologische-beobachtung-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil radiologische Beobachtung
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Observation/Extension-SeriesUID.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-serie-uid-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	subject-frontmatter: mii-ex-bildgebung-series-uid (id: serie-uid)
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Observation/Extension-SOPInstanceUID.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-sop-instanz-uid-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	subject-frontmatter: SOP-Instanz-UID
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Messung/Index.page.md	input/intro-notes/StructureDefinition-mii-pr-bildgebung-radiologische-messung-intro.md	content about one artefact - its intro note (agent-korrigiert, Gate-B-Review ausstehend)	1	Seiteninhalt = Profil radiologische Messung
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Messung/Extension-SeriesUID.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-serie-uid-intro.md	Duplikat der Observation-Seite (identisches subject-frontmatter) — merge in dieselbe Intro-Note (agent-korrigiert, Gate-B-Review ausstehend)	1	byte-nahes Duplikat von Observation/Extension-SeriesUID
MIIIGModulBildgebung/TechnischeImplementierung/FHIR-Profile/Messung/Extension-SOPInstanceUID.page.md	input/intro-notes/StructureDefinition-mii-ex-bildgebung-sop-instanz-uid-intro.md	Duplikat der Observation-Seite (identisches subject-frontmatter) — merge in dieselbe Intro-Note (agent-korrigiert, Gate-B-Review ausstehend)	1	byte-nahes Duplikat von Observation/Extension-SOPInstanceUID
ImplementationGuide-Common/**	RETIRED	shared assets (UML-Bilder): referenzierte Bilder werden nach input/images uebernommen; Baum bleibt unveraendert bis Gate D (retain) (agent-korrigiert, Gate-B-Review ausstehend)	5	9 Bilddateien, 0 Seiten
mii-ig-bildgebung-de-v2025/**	RETIRED	historical version tree - retain unchanged, Gate-D retirement set (5.1a #3)	5	dir version 2025, 37 pages; authoritative: mii-ig-bildgebung-de-v2027
mii-ig-bildgebung-de-v2026/**	RETIRED	historical version tree - retain unchanged, Gate-D retirement set (5.1a #3)	5	dir version 2026, 42 pages; authoritative: mii-ig-bildgebung-de-v2027
