id	layer	check	verdict	subject	evidence	autofix	action
C4-e4b03b	conservation	C4	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	all 8 prose runs present in the target's de corpus	-	-
C4-34e82c	conservation	C4	NICHT PRUEFBAR	BodyStructure.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-196ae3	conservation	C4	DIVERGIERT	CapabilityStatement.page.md	3 of 6 PROSE runs of the source page are in no target page (first: ## Um eine dezentrale Datenauswertung mittels des Deutsche F…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-8c0bc5	conservation	C4	NICHT PRUEFBAR	CarePlan.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-30264f	conservation	C4	NICHT PRUEFBAR	Composition.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-0a8096	conservation	C4	DIVERGIERT	Conformance.page.md	25 of 25 PROSE runs of the source page are in no target page (first: # Conformance Diese Seite beschreibt, wie Konformitätsanford…); 9 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c3fd28	conservation	C4	NICHT PRUEFBAR	ContrastAdministration.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-2e7ff2	conservation	C4	IDENTISCH	Datensaetze_inkl._Beschreibungen.page.md	all 6 prose runs present in the target's de corpus	-	-
C4-d45bc0	conservation	C4	NICHT PRUEFBAR	Device.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-742da5	conservation	C4	NICHT PRUEFBAR	DiagnosticReport.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 19 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-c50708	conservation	C4	NICHT PRUEFBAR	Extension-CT.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-382752	conservation	C4	NICHT PRUEFBAR	Extension-Height.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-5ce2f3	conservation	C4	NICHT PRUEFBAR	Extension-ImagingReason.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-51125b	conservation	C4	NICHT PRUEFBAR	Extension-MG_CR_DX.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 3 of 6 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-cb9ad9	conservation	C4	NICHT PRUEFBAR	Extension-MR.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-4153c6	conservation	C4	NICHT PRUEFBAR	Extension-NM.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 15 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-b2c1e1	conservation	C4	NICHT PRUEFBAR	Extension-PT.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 15 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-962234	conservation	C4	NICHT PRUEFBAR	Extension-US.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-af162f	conservation	C4	NICHT PRUEFBAR	Extension-Weight.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-a6c716	conservation	C4	NICHT PRUEFBAR	Extension-instance-details.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 7 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-b8734a	conservation	C4	NICHT PRUEFBAR	Extension-series-contrast.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-2ceb20	conservation	C4	NICHT PRUEFBAR	Extension-series-sliceThickness.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-49d110	conservation	C4	DIVERGIERT	FHIR-Profile/Index.page.md	27 of 28 PROSE runs of the source page are in no target page (first: ## FHIR-Profile Die Arbeiten der Kerndatensatzspezifikatione…); 29 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-617b3b	conservation	C4	NICHT PRUEFBAR	ImagingProcedure.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-78e384	conservation	C4	NICHT PRUEFBAR	ImagingStudy/Index.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 5 of 10 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-6b5222	conservation	C4	DIVERGIERT	KontextimGesamtprojektBezgezuanderenModulen.page.md	4 of 20 PROSE runs of the source page are in no target page (first: Ebenso wird im **Befundbericht** (DiagnosticReport) und in d…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-62bcd2	conservation	C4	DIVERGIERT	MIIIGModulBildgebung/Index.page.md	4 of 15 PROSE runs of the source page are in no target page (first: Im Folgenden werden die Use Cases des Moduls, sowie die dazu…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-fe7cae	conservation	C4	NICHT PRUEFBAR	Messung/Extension-SOPInstanceUID.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 0 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-cb4eb9	conservation	C4	NICHT PRUEFBAR	Messung/Extension-SeriesUID.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 0 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-0f9b25	conservation	C4	NICHT PRUEFBAR	Messung/Index.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 7 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-edfb15	conservation	C4	NICHT PRUEFBAR	Observation/Extension-SOPInstanceUID.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 0 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-176b1c	conservation	C4	NICHT PRUEFBAR	Observation/Extension-SeriesUID.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 0 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-d2cd6f	conservation	C4	NICHT PRUEFBAR	Observation/Index.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 7 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-a84b3f	conservation	C4	NICHT PRUEFBAR	ReadProcedure.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-fe91db	conservation	C4	DIVERGIERT	Referenzen.page.md	4 of 6 PROSE runs of the source page are in no target page (first: Primär betrifft dies den [DICOM Standard]( zwecks FHIR-Profi…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-03ec0a	conservation	C4	DIVERGIERT	Release-Notes.page.md	3 of 22 PROSE runs of the source page are in no target page (first: - Neue Modalität-Extension für Ultraschall - Neue Extension …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-f44fa6	conservation	C4	NICHT PRUEFBAR	ServiceRequest.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-9599f9	conservation	C4	NICHT PRUEFBAR	TNMRadiologicalReadProcedure.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 3 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-fc1144	conservation	C4	NICHT PRUEFBAR	TechnischeImplementierung/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-dcd614	conservation	C4	DIVERGIERT	Terminologien.page.md	4 of 15 PROSE runs of the source page are in no target page (first: **DICOM** DICOM ist das führende Standardprotokoll für die V…); 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-cdd650	conservation	C4	DIVERGIERT	UML/Index.page.md	3 of 12 PROSE runs of the source page are in no target page (first: ## UML Als abstraktere Version eines Informationsmodells und…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e7a045	conservation	C4	DIVERGIERT	UML_Befund.page.md	2 of 7 PROSE runs of the source page are in no target page (first: ## UML Befund Damit das Modul mit seinen zwei Abschnitten üb…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c6bcb6	conservation	C4	IDENTISCH	UML_Meta.page.md	all 4 prose runs present in the target's de corpus	-	-
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 26 menu entries resolve to a real page	-	-
C5-d64c1f	conservation	C5	IDENTISCH	input/translations/de/includes/menu.xml	all 26 menu entries resolve to a real page	-	-
C5-e81039	conservation	C5	IDENTISCH	18 narrative pages	every one is reachable from a menu entry	-	-
C5-2d86b5	conservation	C5	NICHT PRUEFBAR	target pages without a source counterpart	references/template-pages.tsv is measured at module-template v0.11.1, but this module vendors v0.11.3 -- a stale manifest produces confident wrong findings in both directions	-	re-measure template-pages.tsv at the vendored tag (record the tag in the third column), then re-run
C6-56cdd3	conservation	C6	IDENTISCH	BeschreibungModul.page.md	38 of 39 runs placed, most on index -- the mapped target	-	-
C6-602bb1	conservation	C6	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	8 of 8 runs placed, most on guidance -- the mapped target	-	-
C6-837163	conservation	C6	IDENTISCH	BodyStructure.page.md	4 of 5 runs placed, most on StructureDefinition-mii-pr-bildgebung-koerperstruktur-intro -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	3 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-064d50	conservation	C6	IDENTISCH	CarePlan.page.md	2 of 3 runs placed, most on StructureDefinition-mii-pr-bildgebung-behandlungsempfehlung-intro -- the mapped target	-	-
C6-9892fe	conservation	C6	IDENTISCH	Composition.page.md	3 of 4 runs placed, most on StructureDefinition-mii-pr-bildgebung-semistrukt-befundbericht-intro -- the mapped target	-	-
C6-99764d	conservation	C6	IDENTISCH	ContrastAdministration.page.md	3 of 4 runs placed, most on StructureDefinition-mii-pr-bildgebung-kontrastmittelgabe-intro -- the mapped target	-	-
C6-c80689	conservation	C6	IDENTISCH	Datensaetze_inkl._Beschreibungen.page.md	6 of 6 runs placed, most on logical-models -- the mapped target	-	-
C6-69a3d4	conservation	C6	IDENTISCH	Device.page.md	2 of 3 runs placed, most on StructureDefinition-mii-pr-bildgebung-geraet-intro -- the mapped target	-	-
C6-946fdc	conservation	C6	IDENTISCH	DiagnosticReport.page.md	18 of 19 runs placed, most on StructureDefinition-mii-pr-bildgebung-radiologischer-befund-intro -- the mapped target	-	-
C6-229638	conservation	C6	IDENTISCH	Extension-CT.page.md	4 of 5 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-ct-intro -- the mapped target	-	-
C6-3df260	conservation	C6	IDENTISCH	Extension-Height.page.md	2 of 3 runs placed, most on StructureDefinition-mii-ex-bildgebung-groesse-intro -- the mapped target	-	-
C6-ffe956	conservation	C6	IDENTISCH	Extension-ImagingReason.page.md	2 of 3 runs placed, most on StructureDefinition-mii-ex-bildgebung-bildgebungsgrund-intro -- the mapped target	-	-
C6-7f05f8	conservation	C6	IDENTISCH	Extension-MG_CR_DX.page.md	3 of 6 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-mg-cr-dx-intro -- the mapped target	-	-
C6-4be6dd	conservation	C6	IDENTISCH	Extension-MR.page.md	4 of 5 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-mr-intro -- the mapped target	-	-
C6-dcb19d	conservation	C6	IDENTISCH	Extension-NM.page.md	14 of 15 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-nm-intro -- the mapped target	-	-
C6-ac2b9c	conservation	C6	IDENTISCH	Extension-PT.page.md	14 of 15 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-pt-intro -- the mapped target	-	-
C6-13aa0e	conservation	C6	IDENTISCH	Extension-US.page.md	4 of 5 runs placed, most on StructureDefinition-mii-ex-bildgebung-modalitaet-us-intro -- the mapped target	-	-
C6-a1458d	conservation	C6	IDENTISCH	Extension-Weight.page.md	2 of 3 runs placed, most on StructureDefinition-mii-ex-bildgebung-gewicht-intro -- the mapped target	-	-
C6-012709	conservation	C6	IDENTISCH	Extension-instance-details.page.md	6 of 7 runs placed, most on StructureDefinition-mii-ex-bildgebung-instanz-details-intro -- the mapped target	-	-
